HGNC ID,Approved symbol,RefSeq IDs,Enzyme IDs,Gene group ID,Gene group name,RefSeq(supplied by NCBI)
HGNC:9185,POLM,NM_013284,,1691|535,MicroRNA protein coding host genes|DNA polymerases,NM_001284330
HGNC:18870,POLN,NM_181808,,535,DNA polymerases,NM_181808
HGNC:17264,POLR1A,NM_015425,,726,RNA polymerase subunits,NM_015425
HGNC:20454,POLR1B,NM_019014,,726,RNA polymerase subunits,NM_001137604
HGNC:20194,POLR1C,NM_004875,,726,RNA polymerase subunits,NM_001318876
HGNC:20422,POLR1D,"NM_015972, NM_152705",,726,RNA polymerase subunits,NM_001206559
HGNC:17631,POLR1E,NM_022490,,726,RNA polymerase subunits,NM_001282766
HGNC:9188,POLR2B,NM_000938,,726,RNA polymerase subunits,NM_000938
HGNC:9189,POLR2C,NM_032940,,726,RNA polymerase subunits,NM_032940
HGNC:9191,POLR2D,NM_004805,,726,RNA polymerase subunits,NM_004805
HGNC:9192,POLR2E,NM_002695,,726,RNA polymerase subunits,NM_001316323
HGNC:9193,POLR2F,NM_021974,,726|1691,RNA polymerase subunits|MicroRNA protein coding host genes,NM_001301129
HGNC:9194,POLR2G,NM_002696,,726,RNA polymerase subunits,NM_002696
HGNC:9195,POLR2H,NM_006232,,726,RNA polymerase subunits,NM_001278698
HGNC:9197,POLR2J,NM_006234,,726,RNA polymerase subunits,NM_006234
HGNC:33853,POLR2J3,NM_001097615,,726,RNA polymerase subunits,NM_001097615
HGNC:9198,POLR2K,NM_005034,,726,RNA polymerase subunits,NM_005034
HGNC:9199,POLR2L,NM_021128,,726,RNA polymerase subunits,NM_021128
HGNC:30074,POLR3A,NM_007055,,726,RNA polymerase subunits,NM_007055
HGNC:30348,POLR3B,NM_018082,,726,RNA polymerase subunits,NM_001160708
HGNC:30076,POLR3C,NM_006468,,726,RNA polymerase subunits,NM_001303456
HGNC:1080,POLR3D,NM_001722,,726,RNA polymerase subunits,NM_001722
HGNC:30347,POLR3E,NM_018119,,726,RNA polymerase subunits,NM_001258033
HGNC:15763,POLR3F,NM_006466,,726|1691,RNA polymerase subunits|MicroRNA protein coding host genes,NM_001282526
HGNC:30075,POLR3G,NM_006467,,726,RNA polymerase subunits,NM_001370351
HGNC:28466,POLR3GL,NM_032305,,,,NM_001330685
HGNC:30349,POLR3H,NM_138338,,726,RNA polymerase subunits,NM_001018050
HGNC:14121,POLR3K,NM_016310,,726,RNA polymerase subunits,NM_016310
HGNC:34004,POM121B,NG_013116.1,,,,NG_013116
HGNC:34005,POM121C,NM_001099415,,,,NM_001099415
HGNC:16439,POM121L1P,NR_024591,,,,NR_024591
HGNC:13973,POM121L2,NM_033482,,,,NM_033482
HGNC:35444,POM121L7P,NG_009026,,,,NG_009026
HGNC:25369,POM121L12,NM_182595,,,,NM_182595
HGNC:9201,POMC,NM_001035256,,1902,Neuropeptides,NM_000939
HGNC:26267,POMK,NM_032237,,,,NM_001277971
HGNC:20330,POMP,NM_015932,,,,NM_015932
HGNC:9203,POMZP3,NM_012230,,,,NM_012230
HGNC:30129,POP1,NM_015029,,,,NM_001145860
HGNC:30081,POP4,NM_006627,,,,NM_006627
HGNC:17689,POP5,NM_015918,,,,NM_015918
HGNC:19949,POP7,NM_005837,,,,NM_005837
HGNC:17648,POPDC2,NM_022135,,,,NM_001308333
HGNC:17649,POPDC3,NM_022361,,,,NM_022361
HGNC:17652,PORCN,NM_022825,,1036,Membrane bound O-acyltransferases,NM_001282167
HGNC:16953,POSTN,NM_006475,,1250,Gla domain containing,NM_001135934
HGNC:33893,POTEA,NM_001002920,,685|403,POTE ankyrin domain containing|Ankyrin repeat domain containing,NM_001002920
HGNC:33734,POTEB,NM_207355,,685|403,POTE ankyrin domain containing|Ankyrin repeat domain containing,NM_001277304
HGNC:33894,POTEC,NM_001137671,,685|403,POTE ankyrin domain containing|Ankyrin repeat domain containing,NM_001137671
HGNC:23822,POTED,NM_174981,,685|403,POTE ankyrin domain containing|Ankyrin repeat domain containing,NM_174981
HGNC:33895,POTEE,NM_001083538,,685|403,POTE ankyrin domain containing|Ankyrin repeat domain containing,NM_001083538
HGNC:33905,POTEF,NM_001099771,,685|403,POTE ankyrin domain containing|Ankyrin repeat domain containing,NM_001099771
HGNC:33896,POTEG,NM_001005356,,685|403,POTE ankyrin domain containing|Ankyrin repeat domain containing,NM_001005356
HGNC:133,POTEH,NM_001136213,,685|403,POTE ankyrin domain containing|Ankyrin repeat domain containing,NM_001136213
HGNC:37093,POTEI,NM_001277406,,685|403,POTE ankyrin domain containing|Ankyrin repeat domain containing,NM_001277406
HGNC:37094,POTEJ,NM_001277083,,685|403,POTE ankyrin domain containing|Ankyrin repeat domain containing,NM_001277083
HGNC:30182,POTEKP,NR_033885,,685,POTE ankyrin domain containing,NR_033885
HGNC:37096,POTEM,NM_001145442,,685|403,POTE ankyrin domain containing|Ankyrin repeat domain containing,NM_001145442
HGNC:9210,POU1F1,NM_000306,,523,POU class homeoboxes and pseudogenes,NM_000306
HGNC:9211,POU2AF1,NM_006235,,,,NM_006235
HGNC:9212,POU2F1,NM_002697,,523,POU class homeoboxes and pseudogenes,NM_001198783
HGNC:9214,POU3F1,NM_002699,,523,POU class homeoboxes and pseudogenes,NM_002699
HGNC:9217,POU3F4,NM_000307,,1152|523,Deafness associated genes|POU class homeoboxes and pseudogenes,NM_000307
HGNC:9219,POU4F2,NM_004575,,523,POU class homeoboxes and pseudogenes,NM_004575
HGNC:9220,POU4F3,NM_002700,,1152|523,Deafness associated genes|POU class homeoboxes and pseudogenes,NM_002700
HGNC:9221,POU5F1,NM_002701,,523,POU class homeoboxes and pseudogenes,NM_001173531
HGNC:9223,POU5F1B,NM_001159542,,523,POU class homeoboxes and pseudogenes,NM_001159542
HGNC:26367,POU5F2,NM_153216,,523,POU class homeoboxes and pseudogenes,NM_153216
HGNC:9224,POU6F1,NM_002702,,523,POU class homeoboxes and pseudogenes,NM_001330422
HGNC:21694,POU6F2,NM_007252,,523,POU class homeoboxes and pseudogenes,NM_001166018
HGNC:28406,PP2D1,NM_144714,,,,NM_001252657
HGNC:9227,PPAN,NM_020230,,1835,Small nucleolar RNA protein coding host genes,NM_001346139
HGNC:33526,PPAN-P2RY11,NM_001040664,,,,NM_001040664
HGNC:9232,PPARA,NM_001001928,,71,Nuclear hormone receptors,NM_001001928
HGNC:9235,PPARD,NM_006238,,71,Nuclear hormone receptors,NM_001171818
HGNC:9236,PPARG,NM_005037,,71,Nuclear hormone receptors,NM_001330615
HGNC:9237,PPARGC1A,NM_013261,,725,RNA binding motif containing,NM_001330751
HGNC:30022,PPARGC1B,NM_133263,,725|1691,RNA binding motif containing|MicroRNA protein coding host genes,NM_001172698
HGNC:9240,PPBP,NM_002704,,542,Receptor ligands,NM_002704
HGNC:31745,PPDPFL,NM_001007176,,,,NM_001007176
HGNC:9243,PPEF1,NM_006240,,693|863,Protein phosphatase catalytic subunits|EF-hand domain containing,NM_006240
HGNC:9244,PPEF2,NM_006239,,693|863,Protein phosphatase catalytic subunits|EF-hand domain containing,NM_006239
HGNC:9245,PPFIA1,NM_003626,,760|1691,Sterile alpha motif domain containing|MicroRNA protein coding host genes,NM_003626
HGNC:9247,PPFIA3,NM_003660,,760,Sterile alpha motif domain containing,NM_003660
HGNC:9248,PPFIA4,NM_015053,,760,Sterile alpha motif domain containing,NM_001304331
HGNC:9249,PPFIBP1,NM_003622,,760,Sterile alpha motif domain containing,NM_001198915
HGNC:9250,PPFIBP2,NM_003621,,760,Sterile alpha motif domain containing,NM_001256568
HGNC:19369,PPHLN1,NM_201515,,,,NM_001143787
HGNC:24369,PPIAL4A,NM_001143883,,,,NM_001143883
HGNC:33998,PPIAL4D,NM_001164261,,,,NM_001164261
HGNC:33997,PPIAL4E,NM_001144032,,,,NM_001144032
HGNC:33999,PPIAL4F,NM_001164262,,,,NM_001164262
HGNC:33996,PPIAL4G,NM_001123068,,,,NM_001123068
HGNC:9257,PPID,NM_005038,,769|909,Tetratricopeptide repeat domain containing|Cyclophilin peptidylprolyl isomerases,NM_005038
HGNC:9258,PPIE,NM_006112,,1507|1508|1516|725|909|1510,Spliceosomal B complex|Spliceosomal Bact complex|Spliceosomal P complex|RNA binding motif containing|Cyclophilin peptidylprolyl isomerases|Spliceosomal C complex,NM_001195007
HGNC:14651,PPIH,NM_006347,,1502|909,U4/U6 small nuclear ribonucleoprotein |Cyclophilin peptidylprolyl isomerases,NM_001330510
HGNC:9273,PPL,NM_002705,,939,Plakins,NM_002705
HGNC:9277,PPM1D,NM_003620,,701,"Protein phosphatases, Mg2+/Mn2+ dependent",NM_003620
HGNC:19322,PPM1E,NM_014906,,701,"Protein phosphatases, Mg2+/Mn2+ dependent",NM_014906
HGNC:26506,PPM1M,NM_144641,,701,"Protein phosphatases, Mg2+/Mn2+ dependent",NM_001122870
HGNC:26845,PPM1N,NM_001080401,,701,"Protein phosphatases, Mg2+/Mn2+ dependent",NM_001080401
HGNC:14940,PPP1R1C,NM_001080545,,694,Protein phosphatase 1 regulatory subunits,NM_001080545
HGNC:9289,PPP1R2P1,NG_027882,,,,NG_027882
HGNC:16319,PPP1R2P4,NG_011458,,,,NG_011458
HGNC:14942,PPP1R3B,NM_024607,,694,Protein phosphatase 1 regulatory subunits,NM_001201329
HGNC:9293,PPP1R3C,NM_005398,,694,Protein phosphatase 1 regulatory subunits,NM_005398
HGNC:9294,PPP1R3D,NM_006242,,694,Protein phosphatase 1 regulatory subunits,NM_006242
HGNC:14944,PPP1R3F,NM_033215,,694,Protein phosphatase 1 regulatory subunits,NM_001184745
HGNC:14945,PPP1R3G,NM_001145115,,694,Protein phosphatase 1 regulatory subunits,NM_001145115
HGNC:9295,PPP1R7,NM_002712,,694,Protein phosphatase 1 regulatory subunits,NM_001282409
HGNC:9296,PPP1R8,NM_014110,,694|1835|1687,Protein phosphatase 1 regulatory subunits|Small nucleolar RNA protein coding host genes|Endoribonucleases,NM_002713
HGNC:14946,PPP1R9A,NM_001166160,,760|694|1220,Sterile alpha motif domain containing|Protein phosphatase 1 regulatory subunits|PDZ domain containing,NM_001166160
HGNC:9298,PPP1R9B,NM_032595,,694|1220,Protein phosphatase 1 regulatory subunits|PDZ domain containing,NM_032595
HGNC:9284,PPP1R10,NM_002714,,694,Protein phosphatase 1 regulatory subunits,NM_002714
HGNC:9285,PPP1R11,NM_021959,,1491|694,Cilia and flagella associated|Protein phosphatase 1 regulatory subunits,NM_021959
HGNC:7618,PPP1R12A,NM_002480,,1180|403|694,Myosin phosphatase targeting family|Ankyrin repeat domain containing|Protein phosphatase 1 regulatory subunits,NM_001143885
HGNC:7619,PPP1R12B,NM_032105,,1180|403|694,Myosin phosphatase targeting family|Ankyrin repeat domain containing|Protein phosphatase 1 regulatory subunits,NM_001167857
HGNC:14947,PPP1R12C,NM_017607,,1180|403|694,Myosin phosphatase targeting family|Ankyrin repeat domain containing|Protein phosphatase 1 regulatory subunits,NM_001271618
HGNC:14950,PPP1R13B,NM_015316,,403|694,Ankyrin repeat domain containing|Protein phosphatase 1 regulatory subunits,NM_015316
HGNC:18838,PPP1R13L,NM_006663,,403,Ankyrin repeat domain containing,NM_001142502
HGNC:14871,PPP1R14A,NM_033256,,694,Protein phosphatase 1 regulatory subunits,NM_001243947
HGNC:9057,PPP1R14B,NM_138689,,694,Protein phosphatase 1 regulatory subunits,NM_138689
HGNC:14952,PPP1R14C,NM_030949,,694,Protein phosphatase 1 regulatory subunits,NM_030949
HGNC:14953,PPP1R14D,NM_017726,,694,Protein phosphatase 1 regulatory subunits,NM_001130143
HGNC:14375,PPP1R15A,NM_014330,,694,Protein phosphatase 1 regulatory subunits,NM_014330
HGNC:14951,PPP1R15B,NM_032833,,694,Protein phosphatase 1 regulatory subunits,NM_032833
HGNC:14941,PPP1R16A,NM_032902,,1180|403|694,Myosin phosphatase targeting family|Ankyrin repeat domain containing|Protein phosphatase 1 regulatory subunits,NM_001329442
HGNC:15850,PPP1R16B,NM_015568,,1180|403|694,Myosin phosphatase targeting family|Ankyrin repeat domain containing|Protein phosphatase 1 regulatory subunits,NM_001172735
HGNC:16973,PPP1R17,NM_006658,,694,Protein phosphatase 1 regulatory subunits,NM_001145123
HGNC:29413,PPP1R18,NM_133471,,694,Protein phosphatase 1 regulatory subunits,NM_001134870
HGNC:30595,PPP1R21,NM_152994,,694,Protein phosphatase 1 regulatory subunits,NM_001135629
HGNC:29089,PPP1R26,NM_014811,,694,Protein phosphatase 1 regulatory subunits,NM_014811
HGNC:16813,PPP1R27,NM_001007533,,403|694,Ankyrin repeat domain containing|Protein phosphatase 1 regulatory subunits,NM_001007533
HGNC:28869,PPP1R32,NM_145017,,694,Protein phosphatase 1 regulatory subunits,NM_001170753
HGNC:28320,PPP1R35,NM_145030,,694,Protein phosphatase 1 regulatory subunits,NM_001346938
HGNC:20097,PPP1R36,NM_172365,,694,Protein phosphatase 1 regulatory subunits,NM_172365
HGNC:27607,PPP1R37,NM_173634,,694,Protein phosphatase 1 regulatory subunits,NM_019121
HGNC:33732,PPP1R42,NM_001013626,,694,Protein phosphatase 1 regulatory subunits,NM_001013626
HGNC:23732,PPP2R2D,NM_018461,,696|362,Protein phosphatase 2 regulatory subunits|WD repeat domain containing,NM_001291310
HGNC:13417,PPP2R3B,NM_013239,,696|715|863,Protein phosphatase 2 regulatory subunits|Pseudoautosomal region 1|EF-hand domain containing,NM_013239
HGNC:17485,PPP2R3C,NM_017917,,696,Protein phosphatase 2 regulatory subunits,NM_001305155
HGNC:9309,PPP2R5A,NM_006243,,696|1492|1835,Protein phosphatase 2 regulatory subunits|Armadillo-like helical domain containing|Small nucleolar RNA protein coding host genes,NM_001199756
HGNC:9310,PPP2R5B,NM_006244,,696|1492,Protein phosphatase 2 regulatory subunits|Armadillo-like helical domain containing,NM_006244
HGNC:9311,PPP2R5C,NM_002719,,696|1492,Protein phosphatase 2 regulatory subunits|Armadillo-like helical domain containing,NM_001161725
HGNC:9312,PPP2R5D,NM_006245,,696|1492,Protein phosphatase 2 regulatory subunits|Armadillo-like helical domain containing,NM_001270476
HGNC:9313,PPP2R5E,NM_006246,,696|1492,Protein phosphatase 2 regulatory subunits|Armadillo-like helical domain containing,NM_001282179
HGNC:9320,PPP4R1,NM_005134,,1492|698,Armadillo-like helical domain containing|Protein phosphatase 4 regulatory subunits,NM_001042388
HGNC:15755,PPP4R1L,NR_003505,,1492,Armadillo-like helical domain containing,NR_003505
HGNC:18296,PPP4R2,NM_174907,,698,Protein phosphatase 4 regulatory subunits,NM_001318025
HGNC:20219,PPP4R3A,NM_032560,,1492,Armadillo-like helical domain containing,NM_001284280
HGNC:29267,PPP4R3B,NM_020463,,1492,Armadillo-like helical domain containing,NM_001122964
HGNC:33146,PPP4R3C,NR_002784,,1492,Armadillo-like helical domain containing,NM_207319
HGNC:23788,PPP4R4,NM_058237,,1491|1492|698,Cilia and flagella associated|Armadillo-like helical domain containing|Protein phosphatase 4 regulatory subunits,NM_001348142
HGNC:44209,PPP5D1,NM_001205281,,769,Tetratricopeptide repeat domain containing,NM_001205281
HGNC:9323,PPP6C,NM_016294,,693,Protein phosphatase catalytic subunits,NM_001123355
HGNC:29195,PPP6R1,NM_014931,,699|1691,Protein phosphatase 6 regulatory subunits|MicroRNA protein coding host genes,NM_014931
HGNC:19253,PPP6R2,NM_014678,,1492|699,Armadillo-like helical domain containing|Protein phosphatase 6 regulatory subunits,NM_001242898
HGNC:1173,PPP6R3,NM_018312,,1492|699,Armadillo-like helical domain containing|Protein phosphatase 6 regulatory subunits,NM_001164160
HGNC:30025,PPRC1,NM_015062,,725,RNA binding motif containing,NM_001288727
HGNC:28954,PPWD1,NM_015342,,1516|909|1510|362,Spliceosomal P complex|Cyclophilin peptidylprolyl isomerases|Spliceosomal C complex|WD repeat domain containing,NM_001278926
HGNC:9327,PPY,NM_002722,,1902,Neuropeptides,NM_001319209
HGNC:9328,PPY2P,NR_002181,,,,NR_002181
HGNC:9330,PQBP1,NM_001032381.1,,103|1507,X-linked mental retardation|Spliceosomal B complex,NM_001032381
HGNC:30591,PRAC1,NM_032391,,,,NM_032391
HGNC:16047,PRADC1,NM_032319,,,,NM_032319
HGNC:28911,PRAF2,NM_007213,,1144,YIP family,NM_007213
HGNC:25438,PRAG1,NM_001080826,,,,NM_001080826
HGNC:30091,PRAM1,NM_032152,,,,NM_032152
HGNC:9336,PRAME,NM_206953,,686,PRAME family,NM_001291715
HGNC:28840,PRAMEF1,NM_023013,,686,PRAME family,NM_001294139
HGNC:28841,PRAMEF2,NM_023014,,686,PRAME family,NM_023014
HGNC:31971,PRAMEF4,NM_001009611,,686,PRAME family,NM_001009611
HGNC:27995,PRAMEF5,NM_001013407,,686,PRAME family,NM_001013407
HGNC:30583,PRAMEF6,NM_001010889,,686,PRAME family,NM_001010889
HGNC:28415,PRAMEF7,NM_001012277,,686,PRAME family,NM_001012277
HGNC:24074,PRAMEF8,NM_001012276,,686,PRAME family,NM_001012276
HGNC:27996,PRAMEF9,NM_001010890,,686,PRAME family,NM_001010890
HGNC:27997,PRAMEF10,NM_001039361,,686,PRAME family,NM_001039361
HGNC:14086,PRAMEF11,NM_001146344,,686,PRAME family,NM_001146344
HGNC:22125,PRAMEF12,NM_001080830,,686,PRAME family,NM_001080830
HGNC:13262,PRAMEF13,NM_001291380,,686,PRAME family,NM_001291380
HGNC:13576,PRAMEF14,NM_001099854,,686,PRAME family,NM_001024661
HGNC:26764,PRAMEF15,NM_001098376,,686,PRAME family,NM_001098376
HGNC:29485,PRAMEF17,NM_001099851,,686,PRAME family,NM_001099851
HGNC:30693,PRAMEF18,NM_001099850,,686,PRAME family,NM_001099850
HGNC:24908,PRAMEF19,NM_001099790,,686,PRAME family,NM_001099790
HGNC:25224,PRAMEF20,NM_001099852,,686,PRAME family,NM_001099852
HGNC:34393,PRAMEF22,NM_001100631,,686,PRAME family,NM_001100631
HGNC:23304,PRAP1,NM_145202,,,,NM_001145201
HGNC:9337,PRB1,NM_005039,,972,Proline rich proteins ,NR_160307
HGNC:9338,PRB2,NM_006248,,972,Proline rich proteins ,NM_006248
HGNC:9339,PRB3,NM_006249,,972,Proline rich proteins ,NM_006249
HGNC:9340,PRB4,NM_002723,,972,Proline rich proteins ,NM_001261399
HGNC:9341,PRC1,NM_003981,,,,NM_001267580
HGNC:9343,PRCC,NM_005973,,1508,Spliceosomal Bact complex,NM_005973
HGNC:9344,PRCP,NM_005040,,870|1321,Minor histocompatibility antigens|M14 carboxypeptidases,NM_001319214
HGNC:9347,PRDM2,NM_012231,,487|1197,Lysine methyltransferases|PR/SET domain family,NM_001007257
HGNC:9348,PRDM4,NM_012406,,1197|28,PR/SET domain family|Zinc fingers C2H2-type,NM_012406
HGNC:13995,PRDM10,NM_199437,,1197|28,PR/SET domain family|Zinc fingers C2H2-type,NM_001367890
HGNC:13996,PRDM11,NM_020229,,1197,PR/SET domain family,NM_001256695
HGNC:13997,PRDM12,NM_021619,,1197|28,PR/SET domain family|Zinc fingers C2H2-type,NM_021619
HGNC:13999,PRDM15,NM_022115,,1197|28,PR/SET domain family|Zinc fingers C2H2-type,NM_001040424
HGNC:14000,PRDM16,NM_022114,,487|1197|28|1691,Lysine methyltransferases|PR/SET domain family|Zinc fingers C2H2-type|MicroRNA protein coding host genes,NM_022114
HGNC:9352,PRDX1,NM_181697,,953,Peroxiredoxins,NM_001202431
HGNC:9353,PRDX2,NM_005809,,953,Peroxiredoxins,NM_005809
HGNC:9354,PRDX3,NM_006793,,953,Peroxiredoxins,NM_001302272
HGNC:17169,PRDX4,NM_006406,,953,Peroxiredoxins,NM_006406
HGNC:9355,PRDX5,NM_181651,,953,Peroxiredoxins,NM_001358511
HGNC:16753,PRDX6,NM_004905,,953,Peroxiredoxins,NM_004905
HGNC:9356,PREB,NM_013388,,362,WD repeat domain containing,NM_001330484
HGNC:30255,PRELID1,NM_013237,,1295,PRELI domain containing,NM_001271828
HGNC:28306,PRELID2,NM_182960,,1295,PRELI domain containing,NM_138492
HGNC:24639,PRELID3A,NM_006553,,1295,PRELI domain containing,NM_001142405
HGNC:15892,PRELID3B,NM_016045,,1295,PRELI domain containing,NM_001256403
HGNC:9357,PRELP,NM_002725,,573,Small leucine rich repeat proteoglycans,NM_002725
HGNC:30228,PREPL,NM_006036,,,,NM_001042385
HGNC:32594,PREX1,NM_020820,,1220|722|682,PDZ domain containing|Rho guanine nucleotide exchange factors|Pleckstrin homology domain containing,NM_020820
HGNC:22950,PREX2,NM_025170,,694|1220|722,Protein phosphatase 1 regulatory subunits|PDZ domain containing|Rho guanine nucleotide exchange factors,NM_024870
HGNC:9360,PRF1,NM_005041,,823,C2 domain containing,NM_001083116
HGNC:9362,PRG2,NM_002728,,1298,C-type lectin domain containing,NM_001243245
HGNC:9363,PRG3,NM_006093,,1298,C-type lectin domain containing,NM_006093
HGNC:9364,PRG4,NM_005807,,,,NM_001127708
HGNC:9366,PRH1,NM_006250,,972,Proline rich proteins ,NM_001291314
HGNC:9367,PRH2,NM_001110213,,972,Proline rich proteins ,NM_001110213
HGNC:20340,PRICKLE2,NM_198859,,1218|1184,LIM domain containing|Prickle planar cell polarity proteins,NM_001370528
HGNC:6645,PRICKLE3,NM_006150,,1218|1184,LIM domain containing|Prickle planar cell polarity proteins,NM_001307979
HGNC:16805,PRICKLE4,NM_013397,,1218|1184,LIM domain containing|Prickle planar cell polarity proteins,NM_013397
HGNC:9369,PRIM1,NM_000946,,,,NM_000946
HGNC:9370,PRIM2,NM_000947,,1691,MicroRNA protein coding host genes,NM_000947
HGNC:18319,PRIMA1,NM_178013,,,,NM_178013
HGNC:26575,PRIMPOL,NM_152683,,,,NM_001300767
HGNC:9376,PRKAA1,NM_006251,,,,NM_001355028
HGNC:9377,PRKAA2,NM_006252,,,,NM_006252
HGNC:9378,PRKAB1,NM_006253,,,,NM_006253
HGNC:9379,PRKAB2,NM_005399,,,,NM_005399
HGNC:9385,PRKAG1,NM_002733,,,,NM_001206709
HGNC:9386,PRKAG2,NM_016203,,,,NM_001040633
HGNC:17293,PRKD2,NM_016457,,1691|682,MicroRNA protein coding host genes|Pleckstrin homology domain containing,NM_001079880
HGNC:9408,PRKD3,NM_005813,,682,Pleckstrin homology domain containing,NM_005813
HGNC:9438,PRKRA,NM_003690,,,,NM_001139517
HGNC:21894,PRKRIP1,NM_024653,,28,Zinc fingers C2H2-type,NM_024653
HGNC:9445,PRL,NM_000948,,1175|1902,Growth hormone family|Neuropeptides,NM_000948
HGNC:17945,PRLH,NM_015893,,1902,Neuropeptides,NM_015893
HGNC:4464,PRLHR,NM_004248,,220,Peptide receptors,NM_004248
HGNC:30163,PRMT3,NM_005788,,691,Protein arginine methyltransferases,NM_001145166
HGNC:25557,PRMT7,NM_019023,,691,Protein arginine methyltransferases,NM_001184824
HGNC:5188,PRMT8,NM_019854,,691,Protein arginine methyltransferases,NM_001256536
HGNC:15748,PRND,NM_012409,,,,NM_012409
HGNC:9449,PRNP,NM_000311,,471,CD molecules,NM_000311
HGNC:18046,PRNT,NR_024267,,788,Long non-coding RNAs (published),NR_024267
HGNC:41906,PROB1,NM_001161546,,,,NM_001161546
HGNC:28600,PROCA1,NM_152465,,,,NM_001304949
HGNC:18454,PROK1,NM_032414,,542,Receptor ligands,NM_032414
HGNC:18455,PROK2,NM_001126128,,542,Receptor ligands,NM_001126128
HGNC:15836,PROKR2,NM_144773,,216,Prokineticin receptors,NM_144773
HGNC:9454,PROM1,NM_006017,,471,CD molecules,NM_001145847
HGNC:20685,PROM2,NM_144707,,,,NM_001165977
HGNC:9455,PROP1,NM_006261,,521,PRD class homeoboxes and pseudogenes,NM_006261
HGNC:19958,PRORP,NM_014672,,1534|1823,mitochondrial RNase P complex|Pentatricopeptide repeat containing,NM_001256678
HGNC:34379,PRORSD1P,NR_027258,,,,NR_027258
HGNC:9456,PROS1,NM_000313,,1250,Gla domain containing,NM_000313
HGNC:20291,PROSER1,NM_025138,,,,NM_025138
HGNC:23728,PROSER2,NM_153256,,,,NM_153256
HGNC:25204,PROSER3,NM_144692,,,,NM_001039887
HGNC:9459,PROX1,NM_002763,,528,PROS class homeoboxes,NM_001270616
HGNC:9460,PROZ,NM_003891,,1250,Gla domain containing,NM_001256134
HGNC:17348,PRPF3,NM_004698,,1502,U4/U6 small nuclear ribonucleoprotein ,NM_001350529
